,,,,FOREIGN STOCKS,,,,US STOCKS,,,BONDS,,CASH,,INFLATION,BILLS,CASH,BILLS
,MSCI,MSCI,MSCI,,Morningstar,Yahoo,Ibbottson,,Ibbottson,Ibbottson,,Ibbottson,FRED (TB3MS),Ibbottson,FRED (CPIAUCSL),FRED,FRED (TB4WK),
Date,USA,WORLD ex USA ,ACWI ex USA,Spliced C and D,AGG,SP500TR,Large Caps,Spliced H+G,Mid-Treasuries,Mid-Corporate Bonds,Spliced F+40%J+60%K,30 day Treas Bills,3-Month Bill,Inflation,CPI,3 MONTH,4-Week Bill,Spliced M+R
3/31/86,468.801,860.96,0,62.109,292.49,0,318.399,225.732,16.186,18.327,292.49,7.623,6.56,6.071,109.1,7.884,,7.623
4/30/86,462.301,914.237,0,65.953,294.04,0,314.813,223.19,16.318,18.357,294.04,7.663,6.06,6.058,108.7,7.924,,7.663
5/30/86,485.082,876.014,0,63.195,288.42,0,331.562,235.064,15.968,18.056,288.42,7.7,6.15,6.076,109,7.964,,7.7
6/30/86,491.419,931.192,0,67.176,295.97,0,337.165,239.037,16.409,18.449,295.97,7.741,6.21,6.106,109.4,8.006,,7.741
7/31/86,465.208,983.587,0,70.956,298.59,0,318.307,225.667,16.667,18.506,298.59,7.781,5.83,6.108,109.5,8.045,,7.781
8/29/86,499.603,"1,079.18",0,77.852,306.01,0,341.911,242.401,17.109,19.015,306.01,7.817,5.53,6.119,109.6,8.082,,7.817
9/30/86,457.133,"1,069.89",0,77.181,302.99,0,313.645,222.362,16.921,18.799,302.99,7.852,5.21,6.149,110,8.117,,7.852
10/31/86,483.078,"1,002.47",0,72.317,307.37,0,331.733,235.186,17.195,19.154,307.37,7.889,5.18,6.155,110.2,8.152,,7.889
11/28/86,494.433,"1,058.71",0,76.375,311.67,0,339.795,240.901,17.389,19.6,311.67,7.919,5.35,6.16,110.4,8.188,,7.919
12/31/86,481.976,"1,112.88",0,80.282,312.84,0,331.124,234.754,17.401,19.829,312.84,7.958,5.53,6.166,110.8,8.226,,7.958
1/30/87,545.985,"1,233.29",0,88.969,317.25,0,375.712,266.365,17.587,20.258,317.25,7.991,5.43,6.203,111.4,8.263,,7.991
2/27/87,565.593,"1,272.05",0,91.765,319.45,0,390.558,276.89,17.691,20.375,319.45,8.025,5.59,6.227,111.8,8.301,,8.025
3/31/87,580.841,"1,379.62",0,99.525,318.01,0,401.827,284.879,17.636,20.198,318.01,8.063,5.59,6.255,112.2,8.34,,8.063
4/30/87,575.593,"1,517.19",0,109.45,309.29,0,398.259,282.35,17.205,19.184,309.29,8.099,5.64,6.289,112.7,8.379,,8.099
5/29/87,578.843,"1,516.32",0,109.387,308.08,0,401.712,284.798,17.14,19.084,308.08,8.129,5.66,6.307,113,8.419,,8.129
6/30/87,608.817,"1,472.95",0,106.258,312.32,0,421.998,299.18,17.35,19.38,312.32,8.169,5.67,6.333,113.5,8.459,,8.169
7/31/87,637.762,"1,479.13",0,106.704,312.08,0,443.376,314.336,17.394,19.149,312.08,8.206,5.69,6.346,113.8,8.499,,8.206
8/31/87,662.893,"1,584.58",0,114.311,310.41,0,459.92,326.065,17.328,19.006,310.41,8.245,6.04,6.382,114.3,8.542,,8.245
9/30/87,648.76,"1,561.03",0,112.612,303.8,0,449.837,318.917,17.085,18.204,303.8,8.282,6.4,6.413,114.7,8.587,,8.282
10/30/87,511.075,"1,334.61",0,96.278,314.62,0,352.959,250.234,17.596,19.127,314.62,8.331,6.13,6.43,115,8.631,,8.331
11/30/87,467.875,"1,344.96",0,97.025,317.14,0,323.879,229.617,17.741,19.366,317.14,8.36,5.69,6.439,115.4,8.672,,8.36
12/31/87,500.821,"1,386.20",100,100,321.46,0,348.511,247.081,17.906,19.776,321.46,8.393,5.77,6.438,115.6,8.714,,8.393
1/29/88,522.273,"1,407.99",101.68,101.68,332.76,257.47,363.169,257.472,18.472,20.799,332.76,8.418,5.81,6.454,116,8.756,,8.418
2/29/88,544.14,"1,501.52",108.417,108.417,336.71,269.48,380.098,269.474,18.698,21.086,336.71,8.456,5.66,6.471,116.2,8.797,,8.456
3/31/88,525.935,"1,593.45",115.193,115.193,333.55,261.15,368.356,261.15,18.537,20.689,333.55,8.493,5.7,6.499,116.5,8.839,,8.493
4/29/88,530.765,"1,616.31",116.875,116.875,331.75,264.04,372.43,264.038,18.455,20.381,331.75,8.532,5.91,6.532,117.2,8.882,,8.532
5/31/88,535.331,"1,564.70",113.184,113.184,329.52,266.32,375.651,266.322,18.364,20.265,329.52,8.576,6.26,6.555,117.5,8.929,,8.576
6/30/88,560.25,"1,529.61",110.702,110.702,337.47,278.54,392.89,278.543,18.698,21.033,337.47,8.617,6.46,6.583,118,8.977,,8.617
7/29/88,558.518,"1,574.66",113.927,113.927,335.7,277.49,391.4,277.487,18.61,20.8,335.7,8.661,6.73,6.61,118.5,9.027,,8.661
8/31/88,539.784,"1,473.37",106.601,106.601,336.58,268.07,378.113,268.067,18.593,20.912,336.58,8.712,7.06,6.638,119,9.08,,8.712
9/30/88,562.85,"1,536.16",111.237,111.237,344.2,279.49,394.222,279.488,18.957,21.594,344.2,8.766,7.24,6.683,119.5,9.135,,8.766
10/31/88,580.103,"1,664.82",120.383,120.383,350.68,287.27,405.199,287.27,19.238,22.183,350.68,8.819,7.35,6.705,119.9,9.191,,8.819
11/30/88,571.162,"1,760.54",127.099,127.099,346.42,283.18,399.424,283.176,19.017,21.808,346.42,8.869,7.76,6.711,120.3,9.25,,8.869
12/30/88,580.518,"1,771.60",127.897,127.897,346.81,288.12,406.392,288.116,18.999,21.893,346.81,8.926,8.07,6.722,120.7,9.313,,8.926
1/31/89,624.69,"1,807.19",130.435,130.435,351.8,309.21,436.151,309.214,19.23,22.335,351.8,8.975,8.27,6.756,121.2,9.377,,8.975
2/28/89,605.958,"1,814.63",131.02,131.02,349.25,301.51,425.282,301.508,19.133,22.047,349.25,9.03,8.53,6.783,121.6,9.443,,9.03
3/31/89,619.615,"1,781.75",128.777,128.777,350.76,308.54,435.203,308.542,19.227,22.188,350.76,9.09,8.82,6.822,122.2,9.513,,9.09
4/28/89,653.282,"1,799.47",130.407,130.407,358.1,324.56,457.799,324.561,19.65,22.661,358.1,9.152,8.65,6.867,123.1,9.581,,9.152
5/31/89,678.503,"1,705.69",123.755,123.755,367.51,337.69,476.321,337.693,20.067,23.52,367.51,9.224,8.43,6.906,123.7,9.649,,9.224
6/30/89,675.979,"1,680.65",121.435,121.435,378.7,335.78,473.62,335.778,20.717,24.449,378.7,9.289,8.15,6.923,124.1,9.714,,9.289
7/31/89,737.954,"1,888.16",136.405,136.405,386.75,366.1,516.383,366.095,21.203,24.884,386.75,9.354,7.88,6.94,124.5,9.778,,9.354
8/31/89,749.128,"1,808.38",130.74,130.74,381.02,373.25,526.478,373.252,20.682,24.479,381.02,9.423,7.9,6.951,124.5,9.842,,9.423
9/29/89,747.547,"1,886.71",136.774,136.774,382.97,371.74,524.342,371.738,20.824,24.576,382.97,9.485,7.75,6.973,124.8,9.906,,9.485
10/31/89,730.628,"1,814.80",131.766,131.766,392.4,363.11,512.167,363.106,21.318,25.255,392.4,9.549,7.64,7.007,125.4,9.969,,9.549
11/30/89,745.749,"1,904.05",138.101,138.101,396.14,370.51,522.612,370.511,21.497,25.432,396.14,9.614,7.69,7.023,125.9,10.033,,9.614
12/29/89,762.584,"1,973.99",143.286,143.286,397.2,379.41,535.162,379.409,21.524,25.447,397.2,9.673,7.63,7.034,126.3,10.097,,9.673
1/31/90,713.133,"1,898.23",137.913,137.913,392.48,353.94,499.234,353.937,21.299,24.961,392.48,9.728,7.64,7.107,127.5,10.161,,9.728
2/28/90,723.758,"1,769.99",128.751,128.751,393.75,358.5,505.664,358.496,21.313,24.931,393.75,9.783,7.74,7.14,128,10.227,,9.783
3/30/90,740.92,"1,594.21",115.699,115.699,394.04,368,519.063,367.995,21.318,24.903,394.04,9.846,7.9,7.18,128.6,10.294,,9.846
4/30/90,725.864,"1,576.61",114.718,114.718,390.43,358.82,506.114,358.815,21.154,24.428,390.43,9.914,7.77,7.191,128.9,10.361,,9.914
5/31/90,793.009,"1,753.54",127.413,127.413,401.99,393.8,555.463,393.801,21.707,25.368,401.99,9.981,7.74,7.207,129.1,10.427,,9.981
6/29/90,790.122,"1,738.41",126.361,126.361,408.44,391.14,551.715,391.144,22.035,25.916,408.44,10.043,7.73,7.246,129.9,10.495,,10.043
7/31/90,788.972,"1,764.07",128.387,128.387,414.09,389.89,549.946,389.89,22.418,26.181,414.09,10.111,7.62,7.274,130.5,10.561,,10.111
8/31/90,716.853,"1,597.48",116.154,116.154,408.56,354.65,500.236,354.648,22.213,25.416,408.56,10.178,7.45,7.341,131.6,10.627,,10.178
9/28/90,683.662,"1,382.25",100.671,100.671,411.94,337.39,475.892,337.389,22.422,25.647,411.94,10.238,7.36,7.403,132.5,10.692,,10.238
10/31/90,681.623,"1,584.96",115.122,115.122,417.17,335.95,473.665,335.81,22.804,25.986,417.17,10.3081,7.17,7.447,133.4,10.756,,10.308
11/30/90,726.455,"1,497.41",108.723,108.723,426.15,357.67,504.496,357.668,23.243,26.726,426.15,0.366,7.06,7.464,133.7,10.819,,0.366
12/31/90,746.708,"1,523.66",110.708,110.708,432.79,367.63,518.55,367.631,23.618,27.173,432.79,10.429,6.74,7.464,134.2,10.88,,10.429
1/31/91,782.388,"1,570.68",114.168,114.168,438.14,383.64,541.133,383.642,23.87,27.58,438.14,10.483,6.22,7.509,134.7,10.936,,10.483
2/28/91,836.52,"1,736.47",126.43,126.43,441.88,411.08,579.832,411.078,23.984,27.914,441.88,10.533,5.94,7.52,134.8,10.99,,10.533
3/29/91,856.964,"1,636.57",119.472,119.472,444.92,421.03,593.873,421.032,24.039,28.216,444.92,10.579,5.91,7.531,134.8,11.045,,10.579
4/30/91,860.373,"1,653.29",120.77,120.77,449.74,422.03,595.279,422.029,24.32,28.605,449.74,10.635,5.65,7.542,135.1,11.097,,10.635
5/31/91,896.179,"1,673.62",122.485,122.485,452.37,440.24,620.959,440.235,24.464,28.717,452.37,10.685,5.46,7.564,135.6,11.147,,10.685
6/28/91,855.168,"1,555.33",113.966,113.966,452.14,420.07,592.511,420.067,24.409,28.665,452.14,10.73,5.57,7.587,136,11.199,,10.73
7/31/91,895.261,"1,629.51",119.442,119.442,458.41,439.65,620.127,439.646,24.725,29.144,458.41,10.782,5.58,7.598,136.2,11.251,,10.782
8/30/91,917.013,"1,598.40",117.391,117.391,468.33,450.06,634.819,450.062,25.335,29.945,468.33,10.832,5.33,7.62,136.6,11.301,,10.832
9/30/91,901.496,"1,683.14",123.364,123.364,477.82,442.53,624.196,442.53,25.881,30.757,477.82,10.881,5.22,7.654,137,11.35,,10.881
10/31/91,917.089,"1,709.86",125.521,125.521,483.14,448.48,632.588,448.48,26.228,30.889,483.14,10.9281,4.99,7.665,137.2,11.397,,10.928
