,,,,US STOCKS,,,BONDS,,CASH,BILLS,INFLATION,,
,Morningstar,Yahoo,Ibbottson,,Ibbottson,Ibbottson,,Ibbottson,FRED (TB4WK),,Ibbottson,FRED (CPIAUCSL),
date,AGG,SP500TR,Large Caps,Spliced H+G,Mid-Treasuries,Mid-Corporate Bonds,Spliced B+40%F+60%G,30 day Treas Bills,4-Week Bill,Spliced I+J,,,Spliced L+M
2/28/1994,589.351,571.57,806.213,571.573,32.113,39.974,589.351,11.783,,11.783,8.184,146.7,146.7
3/31/1994,574.819,546.65,771.064,546.654,31.286,38.443,574.819,11.814,,11.814,8.212,147.1,147.1
4/29/1994,570.23,553.66,780.952,553.664,30.957,38.07,570.23,11.846,,11.846,8.223,147.2,147.2
5/31/1994,570.151,562.75,793.769,562.751,30.951,37.834,570.151,11.884,,11.884,8.228,147.5,147.5
6/30/1994,568.889,548.96,774.312,548.957,30.863,37.528,568.889,11.921,,11.921,8.256,147.9,147.9
7/29/1994,580.192,566.98,799.738,566.983,31.385,38.687,580.192,11.954,,11.954,8.278,148.4,148.4
8/31/1994,580.908,590.23,832.527,590.229,31.466,38.567,580.908,11.998,,11.998,8.312,149,149
9/30/1994,572.359,575.8,812.168,575.795,30.968,37.545,572.359,12.042,,12.042,8.334,149.3,149.3
10/31/1994,571.846,588.73,830.415,588.731,30.896,37.358,571.846,12.088,,12.088,8.34,149.4,149.4
11/30/1994,570.579,567.29,800.172,567.29,30.68,37.425,570.579,12.132,,12.132,8.351,149.8,149.8
12/30/1994,574.524,575.71,812.041,575.705,30.843,38.012,574.524,12.186,,12.186,8.351,150.1,150.1
1/31/1995,585.894,590.64,833.1,590.635,31.404,38.985,585.894,12.237,,12.237,8.384,150.5,150.5
2/28/1995,599.823,613.65,865.567,613.653,32.14,40.112,599.823,12.286,,12.286,8.418,150.9,150.9
3/31/1995,603.5,631.76,891.108,631.76,32.341,40.493,603.5,12.342,,12.342,8.446,151.2,151.2
4/28/1995,611.933,650.36,917.348,650.363,32.805,41.202,611.933,12.397,,12.397,8.474,151.8,151.8
5/31/1995,635.613,676.36,954.012,676.357,34.014,43.802,635.613,12.464,,12.464,8.49,152.1,152.1
6/30/1995,640.272,692.07,976.172,692.067,34.285,44.148,640.272,12.522,,12.522,8.507,152.4,152.4
7/31/1995,638.843,715.02,1008.544,715.018,34.231,43.702,638.843,12.579,,12.579,8.507,152.6,152.6
8/31/1995,646.545,716.82,1011.08,716.816,34.525,44.637,646.545,12.638,,12.638,8.529,152.9,152.9
9/29/1995,652.84,747.07,1053.75,747.067,34.745,45.32,652.84,12.692,,12.692,8.546,153.1,153.1
10/31/1995,661.328,744.4,1049.983,744.396,35.164,46.158,661.328,12.752,,12.752,8.574,153.5,153.5
11/30/1995,671.236,777.07,1096.076,777.075,35.687,47.275,671.236,12.806,,12.806,8.569,153.7,153.7
12/29/1995,680.66,792.04,1117.188,792.042,36.025,48.353,680.66,12.868,,12.868,8.563,153.9,153.9
1/31/1996,685.175,819,1155.213,819,36.048,48.421,685.175,12.923,,12.923,8.613,154.7,154.7
2/29/1996,673.268,826.59,1165.924,826.594,35.551,46.615,673.268,12.974,,12.974,8.641,155,155
3/29/1996,668.586,834.55,1177.146,834.55,35.131,46.009,668.586,13.025,,13.025,8.686,155.5,155.5
4/30/1996,664.828,846.85,1194.502,846.855,34.955,45.273,664.828,13.084,,13.084,8.719,156.1,156.1
5/31/1996,663.482,868.69,1225.307,868.694,34.844,45.295,663.482,13.14,,13.14,8.736,156.4,156.4
6/28/1996,672.394,872.01,1229.982,872.009,35.253,46.074,672.394,13.192,,13.192,8.741,156.7,156.7
7/31/1996,674.233,833.48,1175.641,833.483,35.34,46.121,674.233,13.252,,13.252,8.758,157,157
8/30/1996,673.104,851.06,1200.44,851.065,35.323,45.798,673.104,13.306,,13.306,8.775,157.2,157.2
9/30/1996,684.826,898.97,1268.007,898.967,35.872,46.984,684.826,13.365,,13.365,8.803,157.7,157.7
10/31/1996,700.003,923.76,1302.979,923.761,36.527,48.68,700.003,13.421,,13.421,8.831,158.2,158.2
11/29/1996,711.993,993.58,1401.467,993.585,37.072,49.96,711.993,13.476,,13.476,8.847,158.7,158.7
12/31/1996,705.372,973.9,1373.698,973.898,36.782,49.031,705.372,13.538,,13.538,8.847,159.1,159.1
1/31/1997,707.529,1034.74,1459.52,1034.742,36.873,48.894,707.529,13.599,,13.599,8.875,159.4,159.4
2/28/1997,709.287,1042.85,1470.959,1042.852,36.88,49.031,709.287,13.652,,13.652,8.903,159.7,159.7
3/31/1997,701.425,1000,1410.52,1000.003,36.46,47.947,701.425,13.71,,13.71,8.926,159.8,159.8
4/30/1997,711.933,1059.7,1494.725,1059.701,37,48.829,711.933,13.769,,13.769,8.937,159.9,159.9
5/30/1997,718.661,1124.22,1585.73,1124.22,37.286,49.454,718.661,13.837,,13.837,8.931,159.9,159.9
6/30/1997,727.194,1174.59,1656.774,1174.587,37.671,50.379,727.194,13.888,,13.888,8.942,160.2,160.2
7/31/1997,746.795,1268.05,1788.599,1268.046,38.666,53.039,746.795,13.948,,13.948,8.953,160.4,160.4
8/29/1997,740.432,1197.01,1688.399,1197.008,38.289,51.766,740.432,14.005,,14.005,8.97,160.8,160.8
9/30/1997,751.355,1262.56,1780.866,1262.564,38.867,52.936,751.355,14.067,,14.067,8.993,161.2,161.2
10/31/1997,762.254,1220.4,1721.39,1220.397,39.451,53.947,762.254,14.127,,14.127,9.015,161.5,161.5
11/28/1997,765.763,1276.89,1801.078,1276.893,39.446,54.492,765.763,14.182,,14.182,9.009,161.7,161.7
12/31/1997,773.468,1298.82,1832.009,1298.822,39.864,55.38,773.468,14.25,,14.25,8.998,161.8,161.8
1/30/1998,783.397,1313.19,1852.272,1313.188,40.583,56.139,783.397,14.311,,14.311,9.015,162,162
2/27/1998,782.807,1407.9,1985.867,1407.901,40.426,56.1,782.807,14.367,,14.367,9.032,162,162
3/31/1998,785.501,1480,2087.561,1479.998,40.53,56.313,785.501,14.423,,14.423,9.048,162,162
4/30/1998,789.603,1494.89,2108.563,1494.888,40.777,56.611,789.603,14.485,,14.485,9.065,162.2,162.2
5/29/1998,797.09,1469.19,2072.322,1469.194,41.062,57.557,797.09,14.544,,14.544,9.082,162.6,162.6
6/30/1998,803.852,1528.87,2156.497,1528.871,41.385,58.219,803.852,14.603,,14.603,9.093,162.8,162.8
7/31/1998,805.558,1512.59,2133.534,1512.591,41.495,57.893,805.558,14.662,,14.662,9.104,163.2,163.2
8/31/1998,818.669,1293.9,1825.072,1293.904,42.619,58.408,818.669,14.725,,14.725,9.115,163.4,163.4
9/30/1998,837.836,1376.79,1941.989,1376.793,44.023,60.82,837.836,14.792,,14.792,9.126,163.5,163.5
10/30/1998,833.415,1488.78,2099.953,1488.784,44.203,59.664,833.415,14.84,,14.84,9.149,163.9,163.9
11/30/1998,838.135,1579.02,2227.227,1579.016,43.772,61.275,838.135,14.886,,14.886,9.149,164.1,164.1
12/31/1998,840.656,1670.01,2355.571,1670.007,43.933,61.339,840.656,14.942,,14.942,9.143,164.4,164.4
1/29/1999,846.66,1739.84,2454.072,1739.84,44.175,62.091,846.66,14.994,,14.994,9.165,164.7,164.7
2/26/1999,831.878,1685.77,2377.802,1685.768,43.015,59.603,831.878,15.048,,15.048,9.177,164.7,164.7
3/31/1999,836.493,1753.21,2472.935,1753.213,43.387,59.617,836.493,15.112,,15.112,9.204,164.8,164.8
4/30/1999,839.145,1821.11,2568.7,1821.107,43.476,59.473,839.145,15.168,,15.168,9.271,165.9,165.9
5/31/1999,831.792,1778.1,2508.044,1778.104,42.835,58.427,831.792,15.219,,15.219,9.271,166,166
6/30/1999,829.135,1876.78,2647.234,1876.784,42.972,57.493,829.135,15.28,,15.28,9.271,166,166
7/30/1999,825.613,1818.18,2564.575,1818.182,42.95,56.843,825.613,15.338,,15.338,9.299,166.7,166.7
8/31/1999,825.194,1809.19,2551.887,1809.187,43.016,56.693,825.194,15.397,,15.397,9.322,167.1,167.1
9/30/1999,834.769,1759.59,2481.93,1759.59,43.435,57.221,834.769,15.457,,15.457,9.366,167.8,167.8
10/29/1999,837.849,1870.94,2638.988,1870.938,43.401,57.492,837.849,15.517,,15.517,9.383,168.1,168.1
11/30/1999,837.791,1908.97,2692.634,1908.971,43.365,57.356,837.791,15.573,,15.573,9.389,168.4,168.4
12/31/1999,833.751,2021.4,2851.219,2021.402,43.155,56.772,833.751,15.641,,15.641,9.389,168.8,168.8
1/31/2000,831.024,1919.84,2707.967,1919.842,,,831.024,15.706,,15.706,,169.3,169.3
2/29/2000,841.072,1883.5,2656.707,1883.5,,,841.072,15.774,,15.774,,170,170
3/31/2000,852.146,2067.76,2916.609,2067.76,,,852.146,15.848,,15.848,,171,171
4/28/2000,849.714,2005.55,2828.86,2005.55,,,849.714,15.92,,15.92,,170.9,170.9
5/31/2000,849.324,1964.4,2770.821,1964.403,,,849.324,16.001,,16.001,,171.2,171.2
6/30/2000,866.993,2012.83,2839.13,2012.831,,,866.993,16.064,,16.064,,172.2,172.2
7/31/2000,874.862,1981.36,2794.743,1981.362,,,874.862,16.141,,16.141,,172.7,172.7
8/31/2000,887.545,2104.43,2968.337,2104.434,,,887.545,16.223,,16.223,,172.7,172.7
9/29/2000,893.124,1993.33,2811.628,1993.333,,,893.124,16.305,,16.305,,173.6,173.6
10/31/2000,899.026,1984.91,2799.741,1984.906,,,899.026,16.397,,16.397,,173.9,173.9
11/30/2000,913.73,1828.42,2579.011,1828.417,,,913.73,16.48,,16.48,,174.2,174.2
12/29/2000,930.684,1837.37,2591.633,1837.365,,,930.684,16.563,,16.563,,174.6,174.6
1/31/2001,945.897,1902.55,2683.582,1902.554,,,945.897,16.652,,16.652,,175.6,175.6
2/28/2001,954.138,1729.08,2438.889,1729.076,,,954.138,16.715,,16.715,,176,176
3/30/2001,958.926,1619.54,2284.385,1619.539,,,958.926,16.784,,16.784,,176.1,176.1
4/30/2001,954.946,1745.39,2461.905,1745.393,,,954.946,16.85,,16.85,,176.4,176.4
5/31/2001,960.714,1757.09,2478.399,1757.087,,,960.714,16.905,,16.905,,177.3,177.3
6/29/2001,964.339,1714.32,2418.078,1714.322,,,964.339,16.952,,16.952,,177.7,177.7
7/31/2001,985.898,1697.45,2394.274,1697.446,,,985.898,17.004,3.61,17.004,,177.4,177.4
8/31/2001,997.195,1591.18,2244.389,1591.183,,,997.195,17.056,3.48,17.056,,177.4,177.4
9/28/2001,1008.81,1462.69,2063.149,1462.691,,,1008.81,17.103,2.63,17.103,,178.1,178.1
10/31/2001,1029.924,1490.58,2102.491,1490.583,,,1029.924,17.142,2.24,17.142,,177.6,177.6
11/30/2001,1015.723,1604.92,2263.765,1604.92,,,1015.723,17.172,1.96,17.172,,177.5,177.5
12/31/2001,1009.266,1618.98,2283.597,1618.98,,,1009.266,17.197,1.69,17.197,,177.4,177.4
1/31/2002,1017.437,1595.35,2250.272,1595.354,,,1017.437,17.221,1.65,17.221,,177.7,177.7
2/28/2002,1027.296,1564.59,2206.875,1564.587,,,1027.296,17.243,1.71,17.243,,178,178
3/29/2002,1010.21,1623.43,2289.874,1623.43,,,1010.21,17.266,1.76,17.266,,178.5,178.5
4/30/2002,1029.801,1525,2151.043,1525.004,,,1029.801,17.293,1.69,17.293,,179.3,179.3
5/31/2002,1038.55,1513.77,2135.196,1513.77,,,1038.55,17.318,1.71,17.318,,179.5,179.5
6/28/2002,1047.534,1405.94,1983.107,1405.944,,,1047.534,17.34,1.69,17.34,,179.6,179.6
7/31/2002,1060.17,1296.34,1828.515,1296.345,,,1060.17,17.367,1.69,17.367,,180,180
8/30/2002,1078.067,1304.86,1840.52,1304.856,,,1078.067,17.391,1.66,17.391,,180.5,180.5
9/30/2002,1095.531,1163.04,1640.494,1163.045,,,1095.531,17.416,1.65,17.416,,180.8,180.8
10/31/2002,1090.537,1265.41,1784.883,1265.411,,,1090.537,17.44,1.6,17.44,,181.2,181.2
11/29/2002,1090.249,1339.89,1889.94,1339.893,,,1090.249,17.46,1.24,17.46,,181.5,181.5
12/31/2002,1112.766,1261.18,1778.91,1261.177,,,1112.766,17.48,1.18,17.48,,181.8,181.8
1/31/2003,1113.718,1228.14,1732.309,1228.139,,,1113.718,17.497,1.15,17.497,,182.6,182.6
2/28/2003,1129.135,1209.71,1706.318,1209.712,,,1129.135,17.512,1.18,17.512,,183.6,183.6
3/31/2003,1128.262,1221.46,1722.885,1221.457,,,1128.262,17.53,1.16,17.53,,183.9,183.9
4/30/2003,1137.574,1322.07,1864.799,1322.069,,,1137.574,17.547,1.14,17.547,,183.2,183.2
5/30/2003,1158.784,1391.72,1963.051,1391.726,,,1158.784,17.563,1.06,17.563,,182.9,182.9
6/30/2003,1156.482,1409.48,1988.092,1409.479,,,1156.482,17.58,0.96,17.58,,183.1,183.1
7/31/2003,1117.601,1434.33,2023.145,1434.33,,,1117.601,17.592,0.88,17.592,,183.7,183.7
8/29/2003,1125.018,1462.3,2062.601,1462.303,,,1125.018,17.604,0.93,17.604,,184.5,184.5
9/30/2003,1154.797,1446.77,2040.697,1446.774,,,1154.797,17.619,0.89,17.619,,185.1,185.1
10/31/2003,1144.034,1528.62,2156.139,1528.617,,,1144.034,17.631,0.89,17.631,,184.9,184.9
11/28/2003,1146.77,1542.07,2175.11,1542.067,,,1146.77,17.644,0.92,17.644,,185,185
12/31/2003,1158.439,1622.94,2289.182,1622.94,,,1158.439,17.659,0.87,17.659,,185.5,185.5
1/30/2004,1167.761,1652.73,2331.201,1652.729,,,1167.761,17.671,0.83,17.671,,186.3,186.3
2/27/2004,1180.397,1675.7,2363.603,1675.701,,,1180.397,17.682,0.9,17.682,,186.7,186.7
3/31/2004,1189.245,1650.42,2327.945,1650.421,,,1189.245,17.697,0.95,17.697,,187.1,187.1
4/30/2004,1158.298,1624.51,2291.401,1624.513,,,1158.298,17.711,0.89,17.711,,187.4,187.4
5/31/2004,1153.661,1646.8,2322.844,1646.805,,,1153.661,17.722,0.89,17.722,,188.2,188.2
6/30/2004,1160.179,1678.83,2368.012,1678.827,,,1160.179,17.737,1.02,17.737,,188.9,188.9
7/30/2004,1171.681,1623.26,2289.639,1623.264,,,1171.681,17.754,1.16,17.754,,189.1,189.1
8/31/2004,1194.033,1629.83,2298.9,1629.829,,,1194.033,17.774,1.35,17.774,,189.2,189.2
9/30/2004,1197.27,1647.48,2323.799,1647.482,,,1197.27,17.794,1.52,17.794,,189.8,189.8
10/29/2004,1207.309,1672.65,2359.299,1672.65,,,1207.309,17.814,1.6,17.814,,190.8,190.8
11/30/2004,1197.679,1740.33,2454.76,1740.328,,,1197.679,17.842,1.88,17.842,,191.7,191.7
12/31/2004,1208.701,1799.55,2538.293,1799.549,,,1208.701,17.871,1.92,17.871,,191.7,191.7
1/31/2005,1216.285,1755.68,2476.422,1755.685,,,1216.285,17.9,1.99,17.9,,191.6,191.6
2/28/2005,1209.112,1792.63,2528.536,1792.632,,,1209.112,17.93,2.32,17.93,,192.4,192.4
3/31/2005,1202.896,1760.89,2483.761,1760.888,,,1202.896,17.968,2.6,17.968,,193.1,193.1
4/29/2005,1219.175,1727.49,2436.655,1727.492,,,1219.175,18.005,2.59,18.005,,193.7,193.7
5/31/2005,1232.365,1782.46,2514.186,1782.458,,,1232.365,18.048,2.59,18.048,,193.6,193.6
6/30/2005,1239.086,1784.99,2517.755,1784.989,,,1239.086,18.089,2.78,18.089,,193.7,193.7
7/29/2005,1227.815,1851.37,2611.386,1851.369,,,1227.815,18.132,3.04,18.132,,194.9,194.9
8/31/2005,1243.555,1834.48,2587.56,1834.478,,,1243.555,18.186,3.28,18.186,,196.1,196.1
9/30/2005,1230.735,1849.33,2608.518,1849.336,,,1230.735,18.238,3.16,18.238,,198.8,198.8
10/31/2005,1220.999,1818.5,2565.031,1818.506,,,1220.999,18.288,3.44,18.288,,199.1,199.1
11/30/2005,1226.402,1887.28,2662.046,1887.285,,,1226.402,18.345,3.84,18.345,,198.1,198.1
12/30/2005,1238.055,1887.94,2662.973,1887.943,,,1238.055,18.403,3.61,18.403,,198.1,198.1
1/31/2006,1238.131,1937.93,2733.483,1937.931,,,1238.131,18.468,4.03,18.468,,199.3,199.3
2/28/2006,1242.236,1943.19,2740.899,1943.189,,,1242.236,18.53,4.31,18.53,,199.4,199.4
3/31/2006,1230.048,1967.38,2775.017,1967.377,,,1230.048,18.598,4.47,18.598,,199.7,199.7
4/28/2006,1227.821,1993.79,2812.279,1993.795,,,1227.821,18.664,4.52,18.664,,200.7,200.7
5/31/2006,1226.506,1936.41,2731.338,1936.411,,,1226.506,18.745,4.61,18.745,,201.3,201.3
6/30/2006,1229.109,1939.03,2735.041,1939.036,,,1229.109,18.819,4.62,18.819,,201.8,201.8
7/31/2006,1245.726,1951,2751.912,1950.997,,,1245.726,18.894,4.8,18.894,,202.9,202.9
8/31/2006,1264.799,1997.42,2817.388,1997.417,,,1264.799,18.974,5.08,18.974,,203.8,203.8
9/29/2006,1275.909,2048.89,2889.992,2048.89,,,1275.909,19.051,4.68,19.051,,202.8,202.8
10/31/2006,1284.351,2115.65,2984.166,2115.656,,,1284.351,19.128,4.88,19.128,,201.9,201.9
11/30/2006,1299.253,2155.89,3040.913,2155.887,,,1299.253,19.209,5.13,19.209,,202,202
12/29/2006,1291.709,2186.13,3083.57,2186.129,,,1291.709,19.287,4.78,19.287,,203.1,203.1
1/31/2007,1291.176,2219.19,3130.204,2219.191,,,1291.176,19.372,4.84,19.372,,203.437,203.437
2/28/2007,1311.087,2175.78,3068.981,2175.786,,,1311.087,19.447,5.09,19.447,,204.226,204.226
3/30/2007,1311.129,2200.12,3103.307,2200.122,,,1311.129,19.529,5.11,19.529,,205.288,205.288
4/30/2007,1318.2,2297.58,3240.769,2297.577,,,1318.2,19.615,4.89,19.615,,205.904,205.904
5/31/2007,1308.205,2377.75,3353.856,2377.751,,,1308.205,19.694,4.72,19.694,,206.755,206.755
6/29/2007,1304.338,2338.25,3298.137,2338.249,,,1304.338,19.773,4.42,19.773,,207.234,207.234
7/31/2007,1315.219,2265.75,3195.879,2265.752,,,1315.219,19.851,4.71,19.851,,207.603,207.603
8/31/2007,1331.34,2299.71,3243.786,2299.716,,,1331.34,19.934,4.11,19.934,,207.667,207.667
9/28/2007,1341.438,2385.72,3365.1,2385.723,,,1341.438,19.998,3.7,19.998,,208.547,208.547
10/31/2007,1353.489,2423.67,3418.628,2423.672,,,1353.489,20.063,3.72,20.063,,209.19,209.19
11/30/2007,1377.827,2322.34,3275.706,2322.346,,,1377.827,20.131,3.63,20.131,,210.834,210.834
12/31/2007,1381.698,2306.23,3252.981,2306.235,,,1381.698,20.186,2.79,20.186,,211.445,211.445
1/31/2008,1404.913,2167.9,3057.862,2167.903,,,1404.913,20.229,2.68,20.229,,212.174,212.174
2/29/2008,1406.857,2097.48,2958.525,2097.477,,,1406.857,20.256,2.23,20.256,,212.687,212.687
3/31/2008,1411.656,2088.42,2945.75,2088.42,,,1411.656,20.291,1.34,20.291,,213.448,213.448
4/30/2008,1408.708,2190.13,3089.217,2190.133,,,1408.708,20.326,1.04,20.326,,213.942,213.942
5/30/2008,1398.376,2218.5,3129.23,2218.5,,,1398.376,20.363,1.73,20.363,,215.208,215.208
6/30/2008,1397.255,2031.47,2865.425,2031.473,,,1397.255,20.398,1.69,20.398,,217.463,217.463
7/31/2008,1396.113,2014.39,2841.338,2014.396,,,1396.113,20.429,1.58,20.429,,219.016,219.016
8/29/2008,1409.358,2043.53,2882.437,2043.534,,,1409.358,20.455,1.65,20.455,,218.69,218.69
9/30/2008,1390.429,1861.44,2625.591,1861.44,,,1390.429,20.486,0.86,20.486,,218.877,218.877
10/31/2008,1357.61,1548.81,2184.628,1548.815,,,1357.61,20.503,0.26,20.503,,216.995,216.995
11/28/2008,1401.798,1437.68,2027.871,1437.68,,,1401.798,20.509,0.09,20.509,,213.153,213.153
12/31/2008,1454.102,1452.98,2049.448,1452.978,,,1454.102,20.509,0.03,20.509,,211.398,211.398
1/30/2009,1441.268,1330.51,1876.707,1330.511,,,1441.268,20.509,0.05,20.509,,211.933,211.933
2/27/2009,1435.826,1188.84,1676.88,1188.842,,,1435.826,20.512,0.22,20.512,,212.705,212.705
3/31/2009,1455.786,1292.98,1823.766,1292.978,,,1455.786,20.515,0.1,20.515,,212.495,212.495
4/30/2009,1462.754,1416.73,1998.318,1416.728,,,1462.754,20.518,0.09,20.518,,212.709,212.709
5/29/2009,1473.36,1495.97,2110.089,1495.97,,,1473.36,20.518,0.14,20.518,,213.022,213.022
6/30/2009,1481.735,1498.94,2114.275,1498.937,,,1481.735,20.52,0.1,20.52,,214.79,214.79
7/31/2009,1505.641,1612.31,2274.193,1612.313,,,1505.641,20.522,0.15,20.522,,214.726,214.726
8/31/2009,1521.23,1670.52,2356.301,1670.524,,,1521.23,20.525,0.12,20.525,,215.445,215.445
9/30/2009,1537.213,1732.86,2444.227,1732.86,,,1537.213,20.527,0.06,20.527,,215.861,215.861
10/30/2009,1544.805,1700.67,2398.82,1700.669,,,1544.805,20.527,0.04,20.527,,216.509,216.509
11/30/2009,1564.802,1802.68,2542.71,1802.681,,,1564.802,20.527,0.05,20.527,,217.234,217.234
12/31/2009,1540.336,1837.5,2591.824,1837.501,,,1540.336,20.529,0.03,20.529,,217.347,217.347
1/29/2010,1563.869,1771.4,2498.586,1771.399,,,1563.869,20.529,0.02,20.529,,217.488,217.488
2/26/2010,1569.708,1826.27,2575.985,1826.272,,,1569.708,20.529,0.06,20.529,,217.281,217.281
3/31/2010,1567.78,1936.48,2731.433,1936.478,,,1567.78,20.531,0.11,20.531,,217.353,217.353
4/30/2010,1584.103,1967.05,2774.556,1967.051,,,1584.103,20.533,0.15,20.533,,217.403,217.403
5/31/2010,1597.427,1809.98,2553.006,1809.98,,,1597.427,20.535,0.15,20.535,,217.29,217.29
6/30/2010,1622.477,1715.23,2419.361,1715.231,,,1622.477,20.538,0.08,20.538,,217.199,217.199
7/30/2010,1639.795,1835.4,2588.868,1835.405,,,1639.795,20.541,0.16,20.541,,217.605,217.605
8/31/2010,1660.892,1752.55,2471.996,1752.547,,,1660.892,20.544,0.15,20.544,,217.923,217.923
9/30/2010,1662.664,1908.95,2692.608,1908.953,,,1662.664,20.546,0.12,20.546,,218.275,218.275
10/29/2010,1668.581,1981.59,2795.06,1981.587,,,1668.581,20.549,0.14,20.549,,219.035,219.035
11/30/2010,1658.99,1981.84,2795.418,1981.841,,,1658.99,20.551,0.13,20.551,,219.59,219.59
12/31/2010,1641.101,2114.29,2982.24,2114.29,,,1641.101,20.553,0.08,20.553,,220.472,220.472
1/31/2011,1643.007,2164.4,3052.924,2164.402,,,1643.007,20.555,0.14,20.555,,221.187,221.187
2/28/2011,1647.118,2238.55,3157.514,2238.553,,,1647.118,20.557,0.11,20.557,,221.898,221.898
3/31/2011,1648.028,2239.44,3158.77,2239.443,,,1648.028,20.559,0.06,20.559,,223.046,223.046
4/29/2011,1668.951,2305.76,3252.318,2305.765,,,1668.951,20.56,0.03,20.56,,224.093,224.093
5/31/2011,1690.734,2279.66,3215.504,2279.665,,,1690.734,20.56,0.02,20.56,,224.806,224.806
6/30/2011,1685.782,2241.66,3161.904,2241.665,,,1685.782,20.561,0.02,20.561,,224.806,224.806
7/29/2011,1712.533,2196.08,3097.607,2196.081,,,1712.533,20.56,0.04,20.56,,225.395,225.395
8/31/2011,1737.554,2076.78,2929.34,2076.786,,,1737.554,20.562,0.02,20.562,,226.106,226.106
9/30/2011,1750.191,1930.79,2723.41,1930.79,,,1750.191,20.562,0,20.562,,226.597,226.597
10/31/2011,1752.075,2141.81,3021.06,2141.812,,,1752.075,20.562,0.01,20.562,,226.75,226.75
11/30/2011,1750.552,2137.08,3014.384,2137.079,,,1750.552,20.562,0.01,20.562,,227.169,227.169
12/30/2011,1769.793,2158.94,3045.218,2158.939,,,1769.793,20.562,0,20.562,,227.223,227.223
1/31/2012,1785.325,2255.69,3181.691,2255.693,,,1785.325,20.562,0.02,20.562,,227.86,227.86
2/29/2012,1784.918,2353.23,3319.274,2353.234,,,1784.918,20.563,0.06,20.563,,228.377,228.377
3/30/2012,1775.138,2430.67,3428.511,2430.679,,,1775.138,20.564,0.06,20.564,,228.894,228.894
4/30/2012,1794.822,2415.42,3406.991,2415.422,,,1794.822,20.564,0.07,20.564,,229.286,229.286
5/31/2012,1811.059,2270.25,3202.228,2270.253,,,1811.059,20.565,0.07,20.565,,228.722,228.722
6/29/2012,1811.77,2363.79,3334.166,2363.792,,,1811.77,20.566,0.05,20.566,,228.506,228.506
7/31/2012,1836.762,2396.62,3380.475,2396.623,,,1836.762,20.567,0.07,20.567,,228.475,228.475
8/31/2012,1837.964,2450.6,3456.612,2450.601,,,1837.964,20.568,0.09,20.568,,229.844,229.844
9/28/2012,1840.486,2513.93,3545.938,2513.93,,,1840.486,20.569,0.07,20.569,,230.987,230.987
10/31/2012,1844.106,2467.51,3480.464,2467.511,,,1844.106,20.571,0.11,20.571,,231.655,231.655
11/30/2012,1847.017,2481.82,3500.654,2481.825,,,1847.017,20.572,0.13,20.572,,231.278,231.278
12/31/2012,1844.387,2504.44,3532.562,2504.447,,,1844.387,20.574,0.04,20.574,,231.272,231.272
1/31/2013,1831.487,2634.16,,2634.16,,,1831.487,,0.05,20.601,,231.641,231.641
2/28/2013,1840.671,2669.92,,2669.92,,,1840.671,,0.08,20.609,,233.005,233.005
3/29/2013,1842.14,2770.05,,2770.05,,,1842.14,,0.08,20.619,,232.313,232.313
4/30/2013,1860.784,2823.42,,2823.42,,,1860.784,,0.05,20.636,,231.856,231.856
5/31/2013,1827.577,2889.46,,2889.46,,,1827.577,,0.02,20.652,,231.895,231.895
6/28/2013,1799.312,2850.66,,2850.66,,,1799.312,,0.03,20.663,,232.357,232.357
7/31/2013,1801.771,2995.72,,2995.72,,,1801.771,,0.02,20.667,,232.749,232.749
8/30/2013,1792.556,2908.96,,2908.96,,,1792.556,,0.04,20.673,,233.249,233.249
9/30/2013,1809.527,3000.18,,3000.18,,,1809.527,,0.02,20.677,,233.642,233.642
10/31/2013,1824.155,3138.09,,3138.09,,,1824.155,,0.11,20.685,,233.799,233.799
11/29/2013,1817.332,3233.72,,3233.72,,,1817.332,,0.05,20.689,,234.21,234.21
12/31/2013,1807.062,3315.59,,3315.59,,,1807.062,,0.02,20.712,,234.847,234.847
1/31/2014,1833.762,3200.95,,3200.95,,,1833.762,,0.02,20.723,,235.436,235.436
2/28/2014,1843.508,3347.38,,3347.38,,,1843.508,,0.05,20.727,,235.621,235.621
3/31/2014,1840.368,3375.51,,3375.51,,,1840.368,,0.05,20.731,,235.897,235.897
4/30/2014,1855.903,3400.46,,3400.46,,,1855.903,,0.02,20.741,,236.495,236.495
5/30/2014,1877.028,3480.29,,3480.29,,,1877.028,,0.03,20.752,,236.803,236.803
6/30/2014,1877.997,3552.18,,3552.18,,,1877.997,,0.02,20.756,,237.016,237.016
7/31/2014,1873.286,3503.19,,3503.19,,,1873.286,,0.02,20.762,,237.259,237.259
8/29/2014,1893.968,3643.33,,3643.33,,,1893.968,,0.03,20.766,,237.163,237.163
9/30/2014,1881.114,3592.25,,3592.25,,,1881.114,,0.01,20.77,,237.51,237.51
10/31/2014,1899.601,3679.99,,3679.99,,,1899.601,,0.02,20.777,,237.651,237.651
11/28/2014,1913.076,3778.96,,3778.96,,,1913.076,,0.04,20.779,,237.261,237.261
12/31/2014,1914.866,3769.44,,3769.44,,,1914.866,,0.03,20.783,,236.464,236.464
1/30/2015,1955.019,3656.28,,3656.28,,,1955.019,,0.02,20.791,,234.954,234.954
2/27/2015,1936.637,3866.42,,3866.42,,,1936.637,,0.02,20.797,,235.415,235.415
